unixtime,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,,lat,lon,alt,pm1,pm25,pm4,pm10,rh,t,voc,nox,2pm25,2pm10
1747501201,23230.8,1119.2,175,55.8,0,0,,0,0,0,3.9,4.1,4.1,4.1,35.4,24.3,30,1,2,4
1747501801,23811.5,1123.1,250,32.7,1.9,0,,0,0,0,3.4,3.5,3.5,3.5,35.4,24.3,33,1,2,4
1747502401,23073.1,1019.2,209.6,44.2,1.9,0,,0,0,0,4,4.2,4.2,4.2,35.4,24.3,31,1,2,4
1747503001,22426.9,988.5,221.2,38.5,1.9,1.9,,0,0,0,3.4,3.5,3.5,3.5,35.3,24.3,30,1,2,4
1747503601,22384.6,1103.8,223.1,44.2,1.9,0,,0,0,0,3.6,3.8,3.8,3.8,35.3,24.3,30,1,2,4
1747504201,21955.8,1090.4,219.2,44.2,3.8,0,,0,0,0,3.7,3.8,3.8,3.8,35.2,24.3,30,1,2,4
1747504801,21800,1071.2,190.4,34.6,0,0,,0,0,0,3.6,3.8,3.8,3.8,35.2,24.3,30,1,2,4
1747505401,20863.5,988.5,223.1,40.4,1.9,0,,0,0,0,3.3,3.5,3.5,3.5,35.1,24.3,30,1,3,5
1747506001,20573.1,926.9,200,44.2,0,0,,0,0,0,3.5,3.6,3.6,3.6,35.1,24.3,29,1,2,4
1747506601,20278.8,1017.3,188.5,34.6,0,0,,0,0,0,3.2,3.3,3.3,3.3,35,24.3,30,1,2,4
1747507201,19905.8,1013.5,184.6,48.1,0,0,,0,0,0,3.5,3.7,3.7,3.7,35,24.3,30,1,2,4
1747507801,19215.4,994.2,209.6,30.8,0,0,,0,0,0,3.5,3.6,3.6,3.6,35,24.3,30,1,2,4
1747508401,19428.8,992.3,188.5,26.9,1.9,0,,0,0,0,2.9,3,3,3,34.9,24.2,28,1,1,2
1747509001,19259.6,1005.8,188.5,32.7,0,0,,0,0,0,3.1,3.5,3.7,3.8,34.9,24.2,30,1,2,4
1747509601,18748.1,1123.1,225,15.4,3.8,0,,0,0,0,3.2,3.3,3.3,3.3,34.8,24.3,30,1,2,4
1747510201,18565.4,1084.6,169.2,26.9,0,0,,0,0,0,3.1,3.2,3.2,3.2,34.7,24.2,28,1,2,4
1747510801,18494.2,1003.8,221.2,26.9,0,0,,0,0,0,3.3,3.4,3.4,3.4,34.8,24.2,29,1,1,2
