unixtime,lat,lon,alt,pm1,pm25,pm4,pm10,rh,t,voc,nox,2pm25,2pm10,,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um
1748977801,0,0,0,8.6,9.1,9.1,9.1,44.8,25.9,42,1,4,6,,58128.8,1625,230.8,69.2,5.8,0
1748978401,0,0,0,8.6,9,9,9,44.8,25.9,40,1,4,6,,58153.8,1617.3,282.7,59.6,1.9,0
1748979001,0,0,0,8.3,8.7,8.7,8.7,44.7,25.9,41,1,4,6,,58688.5,1680.8,300,65.4,1.9,0
1748979601,0,0,0,8.4,8.8,8.8,8.8,44.8,25.9,40,1,4,6,,58396.2,1757.7,223.1,55.8,5.8,0
1748980201,0,0,0,8.1,8.5,8.5,8.5,44.6,25.9,39,1,4,6,,58032.7,1751.9,298.1,63.5,0,0
1748980801,0,0,0,8,8.4,8.4,8.4,44.7,25.9,44,1,3,5,,58326.9,1900,246.2,65.4,1.9,0
1748981401,0,0,0,8.2,8.6,8.6,8.6,44.7,25.9,40,1,3,5,,57467.3,1707.7,269.2,57.7,0,0
1748982001,0,0,0,8.3,8.7,8.7,8.7,44.5,25.9,40,1,4,6,,57528.8,1725,240.4,78.8,1.9,0
1748982601,0,0,0,8.1,8.5,8.5,8.5,44.5,25.9,42,1,3,5,,57001.9,1723.1,273.1,55.8,0,0
1748983201,0,0,0,8,8.4,8.4,8.4,44.5,25.9,40,1,4,6,,56780.8,1680.8,271.2,34.6,1.9,0
1748983801,0,0,0,7.9,8.3,8.3,8.3,44.4,25.8,42,1,3,5,,55682.7,1684.6,246.2,36.5,0,0
1748984401,0,0,0,7.3,7.6,7.6,7.6,44.4,25.8,41,1,3,5,,56234.6,1650,221.2,53.8,0,0
1748985001,0,0,0,7.9,8.3,8.3,8.3,44.4,25.8,41,1,4,6,,0,0,0,0,0,0
1748985601,0,0,0,8.2,8.6,8.6,8.6,44.1,25.8,40,1,3,5,,55405.8,1667.3,230.8,53.8,0,0
1748986201,0,0,0,7.7,8.1,8.1,8.1,44.4,25.8,42,1,3,5,,54313.5,1650,263.5,36.5,0,0
1748986801,0,0,0,7.7,8,8,8,44.2,25.8,43,1,4,6,,53698.1,1667.3,263.5,50,1.9,0
1748987401,0,0,0,7.1,7.5,7.5,7.5,44.3,25.8,38,1,4,6,,54042.3,1586.5,203.8,34.6,0,0
1748988001,0,0,0,7.2,7.5,7.5,7.5,44.3,25.8,38,1,3,5,,52209.6,1536.5,209.6,30.8,0,0
1748988601,0,0,0,7.1,7.4,7.4,7.4,44.1,25.7,40,1,3,5,,51842.3,1471.2,203.8,48.1,0,1.9
1748989201,0,0,0,6.9,7.2,7.2,7.2,44.3,25.7,40,1,3,5,,50625,1469.2,173.1,44.2,0,0
1748989801,0,0,0,7.4,7.7,7.7,7.7,44.2,25.7,42,1,3,5,,50950,1451.9,205.8,23.1,1.9,0
1748990401,0,0,0,7.3,7.7,7.7,7.7,44.2,25.7,41,1,3,5,,50509.6,1421.2,223.1,25,0,0
1748991001,0,0,0,7,7.4,7.4,7.4,44.4,25.6,41,1,3,5,,48986.5,1436.5,182.7,21.2,0,0
1748991601,0,0,0,7.3,7.7,7.7,7.7,44.4,25.6,41,1,3,5,,49659.6,1448.1,188.5,23.1,0,0
1748992201,0,0,0,6.5,6.8,6.8,6.8,44.2,25.6,40,1,3,5,,48617.3,1390.4,178.8,25,0,0
1748992801,0,0,0,6.9,7.2,7.2,7.2,44.4,25.6,40,1,2,4,,48338.5,1378.8,173.1,42.3,0,0
1748993401,0,0,0,6.5,6.8,6.8,6.8,44.3,25.6,39,1,3,5,,48738.5,1401.9,151.9,26.9,1.9,0
1748994002,0,0,0,7.4,7.8,7.8,7.8,44.4,25.5,41,1,3,5,,48061.5,1353.8,171.2,28.8,0,0
1748994601,0,0,0,7,7.4,7.4,7.4,44.5,25.5,40,1,3,5,,47632.7,1384.6,221.2,23.1,0,0
1748995201,0,0,0,6.3,6.6,6.6,6.6,44.5,25.5,40,1,3,5,,47288.5,1284.6,167.3,30.8,0,0
1748995801,0,0,0,6.3,6.6,6.6,6.6,44.5,25.5,42,1,2,4,,46638.5,1307.7,190.4,23.1,0,0
1748996401,0,0,0,7,7.4,7.5,7.6,44.5,25.5,42,1,3,5,,46794.2,1350,180.8,32.7,1.9,0
1748997001,0,0,0,6.1,6.4,6.4,6.4,44.6,25.5,42,1,4,6,,46228.8,1307.7,178.8,36.5,0,0
1748997601,0,0,0,6.2,6.5,6.5,6.5,44.6,25.5,40,1,3,5,,45775,1282.7,176.9,32.7,0,0
1748998201,0,0,0,6.7,7,7,7,44.6,25.4,40,1,2,4,,45565.4,1201.9,140.4,30.8,0,0
1748998801,0,0,0,6.3,6.7,6.7,6.7,44.6,25.4,41,1,3,5,,45832.7,1330.8,200,38.5,1.9,0
1748999401,0,0,0,5.9,6.1,6.1,6.1,44.6,25.4,41,1,2,4,,44592.3,1265.4,151.9,36.5,0,0
1749000001,0,0,0,5.7,6,6,6,44.6,25.4,38,1,3,5,,44671.2,1253.8,182.7,38.5,1.9,0
1749000601,0,0,0,6.2,6.5,6.5,6.5,44.7,25.3,41,1,2,4,,44025,1198.1,142.3,38.5,3.8,0
1749001201,0,0,0,5.9,6.2,6.2,6.2,44.8,25.3,42,1,2,4,,43992.3,1130.8,192.3,40.4,0,0
1749001801,0,0,0,6.3,6.6,6.6,6.6,44.7,25.3,40,1,3,5,,44492.3,1148.1,169.2,34.6,0,1.9
1749002401,0,0,0,5.9,6.4,6.6,6.7,44.7,25.3,42,1,3,5,,44046.2,1165.4,167.3,25,1.9,0
1749003001,0,0,0,6.1,6.4,6.4,6.4,44.8,25.3,42,1,2,4,,43353.8,1248.1,171.2,21.2,0,0
1749003601,0,0,0,5.8,6,6,6,44.7,25.3,42,1,3,5,,43598.1,1201.9,167.3,32.7,0,0
1749004201,0,0,0,6,6.3,6.3,6.3,44.6,25.3,40,1,2,4,,42851.9,1123.1,138.5,28.8,1.9,0
1749004801,0,0,0,6.6,6.9,6.9,6.9,44.7,25.3,40,1,2,4,,42523.1,1084.6,163.5,32.7,1.9,0
1749005401,0,0,0,5.9,6.2,6.2,6.2,44.7,25.3,41,1,2,4,,42353.8,1007.7,130.8,23.1,1.9,0
1749006001,0,0,0,6.2,6.6,6.6,6.6,44.8,25.3,38,1,3,5,,41894.2,1109.6,142.3,30.8,0,0
1749006601,0,0,0,6.3,6.6,6.6,6.6,44.7,25.3,41,1,2,4,,41690.4,1078.8,142.3,26.9,0,0
1749007201,0,0,0,5.8,6.1,6.1,6.1,44.6,25.3,42,1,2,4,,41648.1,1115.4,159.6,21.2,0,0
1749007801,0,0,0,5.9,6.2,6.2,6.2,44.6,25.3,42,1,3,5,,41242.3,1044.2,134.6,23.1,1.9,0
1749008401,0,0,0,5.5,5.8,5.8,5.8,44.7,25.3,40,1,2,4,,40917.3,1080.8,119.2,13.5,0,0
1749009001,0,0,0,5.4,5.7,5.7,5.7,44.6,25.3,41,1,2,4,,40632.7,1050,96.2,5.8,0,0
1749009601,0,0,0,5.8,6.1,6.1,6.1,44.4,25.3,38,1,2,4,,39886.5,1092.3,125,25,0,0
1749010201,0,0,0,4.7,5,5,5,44.2,25.3,40,1,2,4,,39855.8,988.5,144.2,15.4,0,0
1749010801,0,0,0,5.5,5.7,5.7,5.7,44,25.4,45,1,2,4,,39225,959.6,115.4,26.9,0,0
1749011401,0,0,0,6,6.3,6.3,6.3,44,25.5,40,1,2,4,,39357.7,982.7,123.1,17.3,0,0
1749012001,0,0,0,4.8,5,5,5,43.9,25.5,40,1,3,5,,39448.1,926.9,121.2,17.3,1.9,0
1749012601,0,0,0,5.3,5.6,5.6,5.6,43.7,25.6,42,1,,,,38771.2,986.5,132.7,11.5,0,0
1749013201,0,0,0,6.2,6.5,6.5,6.5,43.8,25.6,43,1,3,5,,38925,1036.5,105.8,26.9,0,0
1749013801,0,0,0,8.2,8.6,8.6,8.6,49.8,25.6,37,1,,,,42453.8,2182.7,661.5,250,3.8,0
1749014401,0,0,0,7.6,8,8,8,48,25.6,41,1,,,,53803.8,3348.1,1015.4,280.8,9.6,1.9
1749015001,0,0,0,8.1,8.5,8.5,8.5,47.1,25.6,39,1,4,6,,51888.5,2950,863.5,242.3,7.7,0
1749015601,0,0,0,7.3,7.7,7.7,7.7,47,25.6,40,1,4,6,,50717.3,2840.4,844.2,161.5,3.8,0
1749016201,0,0,0,8.1,8.5,8.5,8.5,46.4,25.6,40,1,4,6,,52503.8,2700,861.5,203.8,3.8,0
1749016801,0,0,0,8,8.4,8.4,8.5,44.8,25.6,37,1,4,6,,52667.3,2613.5,686.5,150,1.9,0
1749017401,0,0,0,8.3,8.9,9,9,43.9,25.6,39,1,4,6,,53721.2,2471.2,609.6,151.9,3.8,0
1749018001,0,0,0,8.6,9,9,9,43.7,25.7,39,1,3,5,,57796.2,2490.4,590.4,125,13.5,1.9
1749018601,0,0,0,8.6,9,9,9,43.5,25.7,40,1,5,8,,59069.2,2517.3,538.5,111.5,9.6,1.9
1749019201,0,0,0,9,9.5,9.5,9.5,43.5,25.7,41,1,5,8,,58894.2,2407.7,561.5,121.2,5.8,0
1749019801,0,0,0,9.9,10.3,10.3,10.3,43.7,25.8,46,1,6,9,,63519.2,2382.7,557.7,125,13.5,5.8
1749020401,0,0,0,11.9,12.4,12.4,12.4,43.3,25.8,35,1,5,8,,70865.4,2425,553.8,150,11.5,0
1749021001,0,0,0,12.9,13.5,13.5,13.5,44,25.9,35,1,6,9,,81109.6,2975,580.8,201.9,25,7.7
1749021601,0,0,0,11.2,11.8,11.8,11.8,43.7,25.9,41,1,4,6,,89700,3271.2,671.2,198.1,19.2,5.8
1749022201,0,0,0,11.4,12,12,12,43.9,25.9,39,1,,,,75101.9,2507.7,440.4,134.6,11.5,3.8
1749022801,0,0,0,11.4,12,12,12,44.3,25.9,43,1,6,9,,74711.5,2313.5,509.6,140.4,9.6,1.9
1749023401,0,0,0,13,13.6,13.6,13.6,44.6,26,59,1,9,13,,80819.2,2642.3,525,173.1,11.5,3.8
1749024001,0,0,0,12.5,13.1,13.1,13.1,44.6,26,10,1,7,10,,90875,2992.3,463.5,169.2,17.3,13.5
1749024601,0,0,0,12,12.5,12.5,12.5,44.8,26,39,1,6,9,,83773.1,2621.2,438.5,148.1,5.8,3.8
1749025201,0,0,0,11.5,12,12,12,44.3,26,38,1,6,9,,82961.5,2551.9,476.9,144.2,15.4,1.9
1749025801,0,0,0,12.6,13.2,13.2,13.2,43.2,25.8,44,1,6,9,,83184.6,2625,590.4,213.5,13.5,5.8
1749026401,0,0,0,13.7,14.4,14.4,14.4,43,25.6,36,1,8,12,,86800,2882.7,540.4,190.4,19.2,5.8
1749027001,0,0,0,12.4,13,13,13,43.3,25.5,39,1,7,10,,89248.1,3051.9,544.2,175,21.2,0
1749027601,0,0,0,12.7,13.3,13.3,13.3,43.2,25.4,44,1,,,,84753.8,2882.7,513.5,171.2,11.5,1.9
1749028201,0,0,0,12.9,13.6,13.6,13.6,43.7,25.4,35,1,6,9,,87371.2,2832.7,536.5,186.5,17.3,1.9
1749028801,0,0,0,11.7,12.3,12.3,12.3,43.8,25.4,41,1,7,10,,85432.7,2807.7,584.6,165.4,5.8,3.8
1749029401,0,0,0,13,13.6,13.6,13.6,43.8,25.3,41,1,7,10,,87242.3,3021.2,538.5,175,13.5,5.8
1749030001,0,0,0,12.8,13.4,13.4,13.4,43.5,25.3,42,1,5,8,,85701.9,3017.3,555.8,144.2,13.5,9.6
1749030601,0,0,0,13.7,14.4,14.4,14.4,43.2,25.4,44,1,7,10,,84638.5,2721.2,515.4,171.2,7.7,5.8
1749031201,0,0,0,12.6,13.3,13.3,13.3,42.2,25.3,42,1,6,9,,88034.6,2951.9,544.2,225,17.3,9.6
1749031802,0,0,0,11.4,11.9,11.9,11.9,42.3,25.2,46,1,6,9,,84136.5,2538.5,551.9,173.1,17.3,1.9
1749032401,0,0,0,11.6,12.2,12.2,12.2,42.6,25.2,40,1,5,8,,80198.1,2417.3,467.3,134.6,3.8,0
1749033001,0,0,0,11,11.5,11.5,11.5,43.6,25.3,41,1,5,8,,78915.4,2653.8,478.8,117.3,7.7,1.9
1749033601,0,0,0,10.7,11.2,11.2,11.2,42.6,25.2,43,1,5,8,,77732.7,2842.3,544.2,157.7,3.8,0
1749034201,0,0,0,15.3,16,16,16,42.6,25.2,39,1,6,9,,76740.4,2790.4,490.4,126.9,11.5,0
1749034801,0,0,0,13.2,13.8,13.8,13.8,43.2,25.4,45,1,5,8,,103709.6,3828.8,607.7,171.2,7.7,7.7
1749035402,0,0,0,9.9,10.3,10.3,10.3,42.8,25.5,36,1,5,8,,87619.2,3098.1,623.1,209.6,17.3,3.8
1749036001,0,0,0,10.1,10.6,10.6,10.6,43,25.6,43,1,5,8,,68900,2569.2,571.2,209.6,13.5,7.7
1749036601,0,0,0,13.3,13.9,13.9,13.9,42.8,25.8,38,1,10,14,,63394.2,2350,611.5,253.8,21.2,5.8
1749037201,0,0,0,8.4,8.8,8.8,8.8,41.4,26,40,1,6,9,,99825,3971.2,840.4,309.6,23.1,5.8
1749037801,0,0,0,8.5,8.9,8.9,8.9,40.8,26,40,1,4,6,,58403.8,2209.6,605.8,180.8,13.5,3.8
1749038401,0,0,0,7.7,8,8,8,40.7,26.1,43,1,,,,55600,2180.8,615.4,234.6,19.2,3.8
1749039001,0,0,0,7.7,8.1,8.1,8.1,40.9,26.2,40,1,6,9,,54259.6,2080.8,628.8,219.2,15.4,0
1749039601,0,0,0,7.3,7.7,7.7,7.7,40.2,26.3,42,1,5,8,,55786.5,2578.8,726.9,250,7.7,1.9
1749040201,0,0,0,8.2,8.6,8.6,8.6,40,26.4,37,1,4,6,,53609.6,2186.5,692.3,221.2,7.7,1.9
1749040801,0,0,0,7.8,8.1,8.1,8.1,39.5,26.4,48,1,5,8,,54340.4,2161.5,648.1,250,15.4,3.8
1749041401,0,0,0,7.7,8,8,8,39.2,26.4,41,1,6,9,,51188.5,2153.8,765.4,255.8,13.5,1.9
1749042001,0,0,0,7.1,7.5,7.5,7.5,39.2,26.4,40,1,6,9,,51734.6,2190.4,703.8,242.3,11.5,5.8
1749042601,0,0,0,7.5,7.8,7.8,7.8,39.4,26.5,37,1,5,8,,49263.5,2144.2,711.5,226.9,13.5,3.8
1749043201,0,0,0,6.8,7.1,7.1,7.1,39.2,26.4,40,1,3,5,,48030.8,2113.5,726.9,213.5,11.5,0
1749043801,0,0,0,7.2,7.5,7.5,7.5,39.2,26.5,45,1,5,8,,47490.4,2288.5,694.2,238.5,17.3,0
1749044401,0,0,0,7.2,7.6,7.6,7.6,39.5,26.5,45,1,5,8,,48628.8,2350,661.5,223.1,5.8,0
1749045001,0,0,0,7,7.3,7.3,7.3,39.5,26.5,41,1,5,8,,47323.1,2440.4,776.9,207.7,7.7,1.9
1749045601,0,0,0,6.8,7.1,7.1,7.1,39.4,26.6,42,1,5,8,,46417.3,2376.9,767.3,221.2,15.4,1.9
1749046201,0,0,0,6.9,7.2,7.2,7.2,39.2,26.7,36,1,5,8,,45192.3,2394.2,828.8,271.2,11.5,0
1749046801,0,0,0,8.8,9.2,9.2,9.2,39.5,26.7,42,1,6,9,,45080.8,2401.9,815.4,298.1,9.6,0
1749047401,0,0,0,16.1,17.2,17.5,17.6,40,26.8,40,1,10,14,,57200,3080.8,915.4,273.1,9.6,11.5
1749048001,0,0,0,89.9,100.2,105.1,107.4,40.3,27,37,1,62,85,,128821.2,18834.6,1919.2,326.9,21.2,3.8
1749048601,0,0,0,134.6,149,155.6,158.7,40.2,27,52,1,86,117,,234732.7,72476.9,8136.5,453.8,26.9,3.8
1749049201,0,0,0,20.5,22.2,22.7,23,40,27.1,28,1,17,24,,272494.2,100913.5,12440.4,465.4,11.5,3.8
1749049801,0,0,0,13.8,14.9,15.4,15.6,39.5,26.8,44,1,12,17,,118809.6,15671.2,2132.7,388.5,21.2,0
1749050401,0,0,0,10,11,11.4,11.6,38.6,26.6,39,1,9,13,,86248.1,10063.5,1571.2,382.7,26.9,1.9
1749051001,0,0,0,8.6,9.1,9.1,9.1,38,26.3,39,1,6,9,,69478.8,6532.7,1267.3,311.5,19.2,0
1749051601,0,0,0,7.9,8.3,8.3,8.3,37.7,26.2,38,1,5,8,,58896.2,5040.4,1123.1,251.9,5.8,3.8
1749052201,0,0,0,7.4,7.8,7.8,7.8,37,26,42,1,5,8,,53848.1,4005.8,998.1,290.4,5.8,1.9
1749052801,0,0,0,7.7,8,8,8,36.9,25.9,40,1,5,8,,51107.7,3580.8,819.2,209.6,7.7,0
1749053401,0,0,0,7.4,7.7,7.7,7.7,37.3,25.8,41,1,6,9,,50200,3200,813.5,211.5,5.8,0
1749054001,0,0,0,8.1,8.5,8.5,8.5,37.4,25.7,42,1,5,8,,52582.7,3232.7,711.5,165.4,0,0
1749054601,0,0,0,8,8.4,8.4,8.4,37.8,25.7,41,1,5,8,,54376.9,3267.3,738.5,157.7,11.5,0
1749055201,0,0,0,8.1,8.5,8.5,8.5,37.9,25.6,40,1,4,6,,54792.3,3321.2,719.2,169.2,0,0
1749055801,0,0,0,7.5,7.8,7.8,7.8,38.3,25.6,41,1,4,6,,49457.7,2519.2,609.6,126.9,0,0
1749056401,0,0,0,6.5,6.8,6.8,6.8,38.3,25.5,42,1,4,6,,46382.7,2357.7,609.6,142.3,1.9,0
1749057002,0,0,0,6.8,7.2,7.2,7.2,38.3,25.5,41,1,4,6,,44673.1,2138.5,565.4,159.6,0,0
1749057601,0,0,0,6.1,6.4,6.4,6.4,38.6,25.4,40,1,3,5,,43903.8,1900,505.8,138.5,5.8,0
1749058201,0,0,0,7.4,7.7,7.7,7.7,38.6,25.3,41,1,4,6,,44251.9,1836.5,532.7,115.4,3.8,0
1749058801,0,0,0,6.4,6.8,6.8,6.8,38.5,25.3,41,1,3,5,,44336.5,1763.5,500,125,3.8,0
1749059401,0,0,0,6.8,7.1,7.1,7.1,38.8,25.3,37,1,3,5,,44428.8,1894.2,503.8,126.9,3.8,0
1749060001,0,0,0,6.4,6.7,6.7,6.7,39,25.2,41,1,5,8,,45026.9,1759.6,430.8,113.5,5.8,0
1749060601,0,0,0,6.8,7.1,7.1,7.1,38.9,25.2,39,1,3,5,,45209.6,1826.9,450,119.2,3.8,0
1749061201,0,0,0,6.3,6.6,6.6,6.6,38.9,25.1,41,1,3,5,,45542.3,1767.3,469.2,121.2,5.8,1.9
1749061801,0,0,0,7.3,7.7,7.7,7.7,39,25,40,1,4,6,,46165.4,1882.7,463.5,111.5,0,0
1749062401,0,0,0,7,7.3,7.3,7.3,39.2,25,40,1,4,6,,46034.6,1825,417.3,111.5,5.8,0
1749063001,0,0,0,7.3,7.7,7.7,7.7,39.4,25,45,1,3,5,,46611.5,1867.3,432.7,101.9,0,1.9
1749063601,0,0,0,6.7,7,7,7,39.4,25,41,1,3,5,,47490.4,1819.2,509.6,76.9,1.9,0
1749064201,0,0,0,7.4,7.8,7.8,7.8,39.6,25,41,1,4,6,,47465.4,2188.5,463.5,88.5,0,0
1749064801,0,0,0,6.7,7,7,7,39.6,25,38,1,4,6,,48300,1944.2,411.5,105.8,3.8,0
1749065401,0,0,0,6.7,7,7,7,39.6,25,41,1,4,6,,48501.9,2069.2,515.4,92.3,1.9,0
1749066001,0,0,0,6.6,7,7,7,39.6,25,41,1,4,6,,48076.9,1919.2,425,67.3,3.8,0
1749066601,0,0,0,6.9,7.3,7.3,7.3,39.5,25,41,1,3,5,,47776.9,1771.2,436.5,92.3,3.8,0
1749067201,0,0,0,7,7.3,7.3,7.3,39.4,24.9,40,1,3,5,,49200,1996.2,415.4,92.3,0,0
1749067801,0,0,0,7.4,7.7,7.7,7.7,39.5,24.9,41,1,3,5,,48590.4,1819.2,409.6,75,1.9,0
1749068401,0,0,0,7,7.4,7.4,7.4,39.4,24.8,41,1,3,5,,48850,1855.8,376.9,96.2,0,0
1749069001,0,0,0,6.5,7.4,8,8.2,39.5,24.8,38,1,3,5,,48994.2,1819.2,386.5,71.2,0,0
1749069601,0,0,0,6.9,7.2,7.2,7.2,39.6,24.8,42,1,4,6,,50148.1,1811.5,392.3,100,1.9,0
1749070201,0,0,0,7.9,8.3,8.3,8.3,39.7,24.8,39,1,4,6,,51017.3,1876.9,407.7,109.6,3.8,0
1749070801,0,0,0,7.3,7.7,7.7,7.7,39.8,24.7,43,1,,,,51363.5,1878.8,380.8,90.4,0,0
1749071401,0,0,0,8,8.4,8.4,8.4,39.9,24.7,40,1,4,6,,0,0,0,0,0,0
1749072001,0,0,0,7.9,8.3,8.3,8.3,40.7,24.7,41,1,3,5,,52203.8,1890.4,405.8,98.1,1.9,0
1749072601,0,0,0,7.8,8.2,8.2,8.2,40.1,24.7,41,1,4,6,,52844.2,1996.2,375,69.2,1.9,0
1749073201,0,0,0,7.2,7.6,7.6,7.6,40.3,24.6,45,1,,,,52223.1,1950,438.5,94.2,3.8,0
1749073801,0,0,0,7.7,8.1,8.1,8.1,40.8,24.7,41,1,4,6,,51619.2,1978.8,401.9,107.7,3.8,0
1749074401,0,0,0,7.8,8.2,8.2,8.2,40.5,24.7,41,1,3,5,,51742.3,1936.5,411.5,90.4,3.8,0
1749075001,0,0,0,7.9,8.2,8.2,8.2,41.3,24.7,37,1,3,5,,52357.7,1873.1,428.8,84.6,0,0
1749075601,0,0,0,7.1,7.5,7.5,7.5,40.5,24.6,41,1,5,8,,52013.5,1915.4,421.2,103.8,5.8,0
1749076201,0,0,0,7.8,8.2,8.2,8.2,40.9,24.6,41,1,4,6,,50471.2,1817.3,386.5,96.2,0,0
1749076801,0,0,0,6.7,7.1,7.1,7.1,40.5,24.6,39,1,4,6,,51328.8,1892.3,382.7,82.7,1.9,1.9
1749077401,0,0,0,7.8,8.2,8.2,8.2,40.4,24.5,40,1,3,5,,52376.9,1892.3,371.2,76.9,0,0
1749078001,0,0,0,8,8.4,8.4,8.4,40.5,24.5,40,1,4,6,,52634.6,1865.4,376.9,92.3,3.8,0
1749078601,0,0,0,7.3,7.7,7.7,7.7,40.5,24.5,42,1,4,6,,53875,1882.7,415.4,92.3,3.8,0
1749079201,0,0,0,7.9,8.3,8.3,8.3,40.4,24.5,40,1,4,6,,53436.5,1907.7,426.9,101.9,0,0
1749079801,0,0,0,7.2,7.6,7.6,7.6,41.1,24.5,42,1,4,6,,53378.8,1861.5,384.6,73.1,0,0
1749080401,0,0,0,7.2,7.6,7.6,7.6,41.3,24.6,38,1,4,6,,54773.1,1913.5,348.1,96.2,1.9,0
1749081001,0,0,0,7,7.3,7.3,7.3,41,24.5,38,1,3,5,,54959.6,1900,380.8,71.2,1.9,0
1749081601,0,0,0,7.6,7.9,7.9,7.9,40.8,24.5,44,1,,,,55065.4,1965.4,361.5,75,1.9,0
1749082201,0,0,0,8,8.4,8.4,8.4,41.3,24.6,41,1,5,8,,55275,1867.3,351.9,88.5,1.9,0
1749082801,0,0,0,7.9,8.3,8.3,8.3,41.1,24.5,40,1,3,5,,55478.8,1901.9,317.3,63.5,0,0
1749083401,0,0,0,8.2,8.6,8.6,8.6,40.8,24.4,38,1,4,6,,55751.9,1926.9,346.2,71.2,3.8,0
1749084001,0,0,0,8,8.4,8.4,8.4,40.7,24.4,36,1,3,5,,56086.5,1869.2,292.3,69.2,1.9,0
1749084601,0,0,0,7.4,7.8,7.8,7.8,40.7,24.4,40,1,3,5,,55178.8,1815.4,332.7,69.2,1.9,0
1749085201,0,0,0,8.2,9.4,10.1,10.4,40.6,24.4,41,1,4,6,,55173.1,1744.2,321.2,82.7,1.9,0
1749085801,0,0,0,7.7,8.1,8.1,8.1,41.3,24.4,41,1,4,6,,55536.5,1757.7,294.2,46.2,3.8,0
1749086401,0,0,0,7.8,8.1,8.1,8.1,40.9,24.4,41,1,4,6,,55073.1,1765.4,290.4,63.5,0,0
1749087001,0,0,0,8.2,8.6,8.7,8.7,40.7,24.4,41,1,,,,54809.6,1773.1,307.7,65.4,0,0
1749087601,0,0,0,7.5,7.9,7.9,7.9,41.3,24.4,40,1,3,5,,54978.8,1730.8,294.2,63.5,1.9,0
1749088201,0,0,0,7.1,7.5,7.5,7.5,40.9,24.4,38,1,4,6,,54413.5,1809.6,303.8,61.5,0,0
1749088801,0,0,0,6.9,7.2,7.2,7.2,41.5,24.4,40,1,3,5,,53951.9,1751.9,278.8,75,0,0
1749089401,0,0,0,8,8.4,8.4,8.4,41.8,24.4,39,1,4,6,,53088.5,1711.5,296.2,38.5,3.8,0
1749090001,0,0,0,7.6,7.9,7.9,7.9,41.2,24.4,40,1,3,5,,53926.9,1786.5,321.2,51.9,0,0
1749090601,0,0,0,7.5,7.9,7.9,7.9,41.7,24.4,42,1,3,5,,53257.7,1671.2,280.8,48.1,0,0
1749091201,0,0,0,7.2,7.6,7.6,7.6,41.8,24.4,40,1,3,5,,53744.2,1755.8,307.7,46.2,0,0
1749091801,0,0,0,6.7,7,7,7,41.4,24.4,41,1,4,6,,53636.5,1775,311.5,73.1,0,0
1749092401,0,0,0,7.8,8.2,8.2,8.2,42.1,24.3,40,1,3,5,,52796.2,1676.9,296.2,42.3,0,0
1749093001,0,0,0,7.9,8.2,8.2,8.2,41.8,24.3,41,1,4,6,,52819.2,1726.9,278.8,63.5,5.8,0
1749093601,0,0,0,7.5,8,8.1,8.1,42.2,24.3,42,1,4,6,,53028.8,1848.1,326.9,53.8,1.9,0
1749094201,0,0,0,6.7,7,7,7,43.5,24.4,45,1,,,,52594.2,1798.1,326.9,55.8,0,0
1749094801,0,0,0,7.5,7.9,7.9,7.9,42.2,24.3,41,1,4,6,,52921.2,1815.4,307.7,48.1,0,0
1749095401,0,0,0,7,7.3,7.3,7.3,42.7,24.4,41,1,3,5,,51951.9,1811.5,359.6,51.9,0,0
1749096001,0,0,0,7.5,8.6,9.2,9.5,42.5,24.4,43,1,3,5,,51205.8,1896.2,294.2,44.2,0,0
1749096601,0,0,0,7.2,7.6,7.6,7.6,41.7,24.4,41,1,3,5,,50963.5,1838.5,292.3,57.7,3.8,0
1749097201,0,0,0,5.7,6.3,6.7,6.9,41.3,24.3,39,1,3,5,,50192.3,1817.3,282.7,51.9,1.9,0
1749097801,0,0,0,6.7,7,7,7,41.2,24.3,37,1,,,,49286.5,1740.4,251.9,59.6,0,0
1749098401,0,0,0,6.6,7,7,7,41.3,24.4,40,1,3,5,,48259.6,1736.5,278.8,51.9,0,0
1749099001,0,0,0,6.5,6.8,6.8,6.8,41.1,24.3,40,1,4,6,,48453.8,1723.1,282.7,44.2,0,0
1749099601,0,0,0,6.8,7.1,7.1,7.1,40.8,24.3,40,1,4,6,,47682.7,1753.8,250,34.6,0,0
1749100201,0,0,0,6.1,7.1,7.6,7.8,42.1,24.4,41,1,4,6,,46465.4,1676.9,271.2,40.4,0,0
1749100801,0,0,0,5.8,6.1,6.1,6.1,41.4,24.4,45,1,3,5,,46884.6,1730.8,255.8,36.5,0,0
1749101401,0,0,0,6.3,6.6,6.6,6.6,41.1,24.4,42,1,4,6,,45763.5,1646.2,282.7,28.8,1.9,0
1749102001,0,0,0,7.8,8.2,8.2,8.2,43.7,24.4,40,1,5,8,,46230.8,1753.8,292.3,44.2,1.9,0
1749102601,0,0,0,7.5,7.9,7.9,7.9,43.4,24.4,41,1,6,9,,53467.3,3357.7,1107.7,165.4,5.8,1.9
1749103201,0,0,0,7,7.3,7.3,7.3,43.3,24.5,41,1,5,8,,52440.4,2930.8,876.9,113.5,1.9,0
1749103801,0,0,0,6.7,7,7,7,43.1,24.5,40,1,4,6,,49771.2,2761.5,753.8,105.8,5.8,0
1749104401,0,0,0,6.6,6.9,6.9,6.9,42.8,24.5,42,1,4,6,,49623.1,2509.6,667.3,113.5,3.8,0
